SRR1942929	SRR1942934	SRR1942956	SRR1942957	SRR1942960	SRR1942961	SRR1942989	SRR1942990
HERVL18_1q31.3	1	0	1	1	0	0	2	1
HERVL18_3p21.31b	1	1	3	0	0	0	5	2
HERVL18_Xq24	0	2	1	2	0	1	0	1
HERVL40_14q23.3	0	1	1	0	0	0	1	0
HERVL40_2p23.3a	4	6	0	4	2	2	1	1
HERVL40_4q22.1	0	0	0	2	0	1	1	1
HERVL40_4q27	9	8	11	10	9	3	14	24
HERVL40_5q11.2	0	1	1	1	3	0	3	4
HERVL40_Xp11.3	0	0	1	2	1	1	0	3
HERVL74_17q12	3	1	3	3	1	1	1	0
HERVL74_4p16.3	0	1	0	1	0	1	2	0
HERVP71A_10q11.22	4	8	1	2	4	4	4	9
HERVP71A_1q44a	0	0	1	1	0	0	0	0
HERVS71_19q13.11b	1	0	1	0	0	0	0	0
HERVS71_2q24.1	1	0	0	0	0	0	0	0
HERVW_10q21.2a	0	0	0	0	0	0	0	0
HERVW_10q23.1	0	2	1	0	0	0	0	1
HERVW_11p14.3b	0	0	0	0	0	0	0	0
HERVW_12p13.31a	0	0	0	0	0	0	1	2
HERVW_12q12d	0	0	0	0	0	0	0	0
HERVW_13q21.33	0	0	1	0	0	0	0	0
HERVW_13q31.3	0	0	0	0	0	0	0	0
HERVW_17q21.33	0	0	0	0	0	0	0	0
HERVW_18p11.31a	0	0	0	0	0	0	0	0
HERVW_1p13.3	4	6	4	1	0	2	0	2
HERVW_1p32.3a	0	0	1	1	2	0	0	0
HERVW_1p33d	0	2	0	0	1	0	0	0
HERVW_1q32.3b	0	0	0	0	0	0	0	0
HERVW_21q21.3	0	0	0	0	0	0	0	0
HERVW_2q31.3b	0	0	0	0	0	0	0	0
HERVW_2q37.3	0	0	0	0	0	1	0	0
HERVW_3p21.31	0	0	0	0	0	0	0	0
HERVW_3q26.1b	0	0	0	0	0	0	0	0
HERVW_4q23	0	2	1	0	2	2	0	0
HERVW_5p13.3	2	0	0	0	0	2	0	1
HERVW_6p12.2	0	0	0	0	0	0	0	0
HERVW_6q22.1	0	0	2	2	0	1	17	18
HERVW_7q32.3	0	0	0	0	0	0	0	0
HERVW_8p21.3	0	0	0	1	0	0	0	0
HERVW_8q24.13	0	0	1	0	0	0	0	0
HERVW_Xp22.31	0	0	0	0	0	0	0	0
HERVW_Xq21.1a	0	0	0	0	0	0	0	0
HML1_16p12.3a	0	3	0	1	1	1	0	0
HML1_1q32.1	0	0	0	1	0	0	0	0
HML1_5p14.1	0	0	0	0	0	0	0	0
HML1_8q12.1	1	0	0	0	0	0	1	0
HML2_12p11.1	0	0	0	0	0	0	0	0
HML2_1p36.21a	0	0	0	0	0	0	0	0
HML2_8p22	0	0	0	0	0	1	2	1
HML2_Xq28b	0	2	0	1	0	0	0	2
HML3_10q11.21d	0	0	0	0	0	0	0	0
HML3_14_GL000194v1_random	0	1	0	0	0	0	0	0
HML3_14_KI270722v1_random	0	0	0	0	0	0	0	0
HML3_14q22.1	0	0	0	0	0	0	0	0
HML3_17p11.2	0	0	0	0	0	0	0	0
HML3_17q11.2b	0	0	0	0	0	0	0	0
HML3_19q13.41b	0	0	1	0	1	0	1	0
HML3_2p16.3	3	4	0	0	0	0	2	2
HML3_3q13.11a	0	0	0	1	0	0	0	0
HML3_4p15.1	0	0	0	1	0	0	0	0
HML3_4q24a	0	0	0	0	0	0	0	0
HML3_4q31.21	0	0	0	3	0	0	1	0
HML3_5p14.3	0	0	0	0	0	0	0	0
HML3_6p11.2	0	0	0	0	0	0	0	0
HML3_6q11.1a	0	0	0	0	0	0	0	0
HML3_Un_KI270742v1	0	0	0	0	0	0	0	0
HML3_Yp11.2a	0	0	0	0	0	0	0	0
HML3_Yq11.222c	0	0	0	0	0	0	0	0
HML4_2p16.1	0	0	0	0	0	0	0	0
HML5_12q12b	1	0	0	1	1	0	0	0
HML5_1q22	11	8	3	4	10	9	4	3
HML5_5p13.2	1	4	2	6	4	4	11	9
HML5_6q14.3	0	0	0	0	0	0	0	0
HML5_8p21.2	0	1	1	0	1	0	1	0
HML5_Xq27.3	2	1	0	1	1	3	0	0
HML6_11q12.3a	0	0	0	0	0	0	0	0
HML6_14q12b	0	0	0	0	0	0	0	0
HML6_19p12c	0	0	0	0	0	0	1	0
HML6_19p13.2d	0	3	0	1	0	1	1	0
HML6_19q13.41a	22	26	5	5	13	16	15	15
HUERSP1_11p15.4c	0	1	2	4	3	2	2	2
HUERSP1_21q11.2	0	1	0	1	0	0	0	0
HUERSP2_17q21.31	1	3	0	2	0	2	0	0
HUERSP2_21q22.3	0	2	0	0	1	0	2	0
HUERSP2_6q14.1	0	0	0	0	0	0	0	0
HUERSP3_1q23.3	0	0	0	0	0	0	0	0
HUERSP3_5q14.3	8	3	3	2	1	4	1	2
HUERSP3_6q22.31	0	0	0	0	0	0	0	0
HUERSP3_8p11.22	0	0	0	0	0	0	3	0
HUERSP3_Xq21.1a	0	0	0	0	0	0	0	0
HUERSP3B_11q14.1	0	0	0	0	0	0	0	0
HUERSP3B_13q31.1	0	0	0	0	0	0	0	0
HUERSP3B_1p22.3	0	0	0	0	0	0	0	0
HUERSP3B_3q23	8	12	7	8	7	6	6	5
HUERSP3B_6q27	0	0	0	0	0	0	0	0
HUERSP3B_9p13.3a	1	0	1	0	0	1	0	1
L1FLnI_10p11.22v	0	0	0	0	0	0	0	0
L1FLnI_10p12.1e	0	0	0	0	0	0	0	0
L1FLnI_10p12.31c	0	1	0	0	1	0	1	0
L1FLnI_10q11.21z	0	0	0	0	0	0	0	0
L1FLnI_10q21.1sa	7	15	7	16	5	4	29	36
L1FLnI_10q21.2f	0	0	0	0	0	0	2	0
L1FLnI_10q21.3t	0	0	0	0	0	0	0	0
L1FLnI_10q22.3e	0	0	0	0	0	0	0	0
L1FLnI_10q23.1e	0	0	0	0	0	0	0	0
L1FLnI_10q25.1ca	0	0	0	0	0	0	0	0
L1FLnI_10q25.1v	0	0	0	0	0	0	0	0
L1FLnI_10q26.13f	1	0	0	0	0	1	0	0
L1FLnI_11p12ma	0	0	0	0	0	0	0	0
L1FLnI_11p12t	0	0	0	0	0	0	0	0
L1FLnI_11p13p	0	0	1	1	0	0	3	2
L1FLnI_11p14.3h	0	0	1	0	0	0	0	0
L1FLnI_11p15.1p	0	0	0	0	1	0	0	0
L1FLnI_11p15.2v	0	0	1	0	1	0	3	2
L1FLnI_11p15.4j	0	0	0	0	0	0	0	0
L1FLnI_11p15.4t	0	0	0	0	0	0	1	2
L1FLnI_11q12.1v	3	1	2	0	5	1	1	0
L1FLnI_11q12.3t	2	1	0	2	0	1	0	0
L1FLnI_11q14.1ca	0	0	0	0	1	0	0	0
L1FLnI_11q14.1y	0	0	0	1	0	0	0	0
L1FLnI_11q14.3f	0	0	0	0	0	0	0	0
L1FLnI_11q22.1ja	0	0	0	0	0	0	0	0
L1FLnI_11q22.3ea	0	0	0	0	0	0	1	0
L1FLnI_11q22.3ha	0	0	0	0	0	0	0	0
L1FLnI_11q24.3g	2	1	2	1	3	1	3	2
L1FLnI_11q24.3i	0	0	2	1	1	0	0	2
L1FLnI_12p11.22b	12	17	9	4	4	5	4	7
L1FLnI_12p11.22d	0	0	0	0	0	0	0	0
L1FLnI_12p12.1n	0	0	0	0	0	0	1	0
L1FLnI_12p12.1y	0	0	0	0	0	0	0	0
L1FLnI_12p12.3h	0	1	0	0	1	0	0	0
L1FLnI_12p12.3w	5	1	0	2	2	2	2	3
L1FLnI_12p13.31c	0	3	0	0	0	0	1	3
L1FLnI_12q12e	1	2	0	1	4	0	0	1
L1FLnI_12q12oa	1	1	0	1	0	0	0	2
L1FLnI_12q12sa	0	2	1	0	0	0	1	0
L1FLnI_12q13.11j	15	16	5	7	17	12	7	4
L1FLnI_12q13.11s	0	1	0	0	0	1	0	0
L1FLnI_12q13.11x	2	1	0	1	1	3	1	2
L1FLnI_12q13.2n	0	0	0	0	0	0	0	0
L1FLnI_12q14.1l	0	2	0	1	0	1	1	1
L1FLnI_12q14.1m	1	1	0	1	1	3	0	0
L1FLnI_12q14.2g	0	0	0	0	0	0	0	0
L1FLnI_12q24.32d	0	0	0	0	0	0	0	0
L1FLnI_13q12.11j	0	0	0	0	0	0	0	0
L1FLnI_13q12.11n	0	0	0	0	0	0	0	0
L1FLnI_13q14.2c	4	10	1	1	6	6	2	0
L1FLnI_13q21.32m	0	0	0	0	0	0	0	0
L1FLnI_13q21.33a	0	0	0	0	0	0	0	0
L1FLnI_13q21.33h	0	0	0	0	0	0	0	0
L1FLnI_13q22.1d	0	0	0	0	0	0	0	0
L1FLnI_13q22.2a	0	0	0	0	0	0	0	0
L1FLnI_13q32.1m	0	0	0	0	0	0	0	0
L1FLnI_13q33.1f	0	0	0	0	0	0	0	0
L1FLnI_13q34b	4	8	8	6	2	3	74	73
L1FLnI_13q34c	0	7	5	5	0	2	2	1
L1FLnI_14q12s	0	0	0	0	0	0	0	0
L1FLnI_14q21.1d	0	0	0	0	0	0	0	0
L1FLnI_14q21.1ma	0	0	0	0	0	0	0	0
L1FLnI_14q21.1x	4	7	2	1	3	0	0	1
L1FLnI_14q21.3h	0	0	0	0	0	0	0	0
L1FLnI_14q22.1p	0	0	0	0	1	0	0	0
L1FLnI_14q23.3l	2	3	0	2	3	0	4	5
L1FLnI_14q31.1i	1	1	0	0	0	1	1	1
L1FLnI_14q31.3d	0	1	0	0	0	0	0	0
L1FLnI_15q13.1b	0	0	0	0	0	0	0	0
L1FLnI_15q21.1d	0	4	0	0	0	2	0	0
L1FLnI_15q24.3d	7	9	1	4	7	6	14	17
L1FLnI_15q26.2c	0	0	0	0	0	0	0	0
L1FLnI_15q26.3f	0	0	0	0	0	0	0	0
L1FLnI_16p13.12b	0	2	0	0	0	0	2	1
L1FLnI_16q21r	0	0	0	0	0	0	0	0
L1FLnI_16q22.2b	0	2	0	0	0	0	0	0
L1FLnI_16q23.1g	0	0	0	0	0	0	0	0
L1FLnI_16q23.3c	0	0	0	0	0	0	0	0
L1FLnI_17q12c	0	0	0	0	0	0	0	0
L1FLnI_17q21.33c	0	0	0	0	0	0	1	1
L1FLnI_17q22j	0	0	0	0	0	0	0	0
L1FLnI_18p11.32g	0	0	0	0	0	0	0	0
L1FLnI_18q11.2g	0	0	0	0	0	0	1	0
L1FLnI_19q13.2g	2	3	0	0	5	2	1	0
L1FLnI_1p12t	1	3	0	0	0	0	0	0
L1FLnI_1p13.2l	2	1	0	0	2	1	0	0
L1FLnI_1p13.3f	0	6	1	1	0	1	1	2
L1FLnI_1p21.1e	0	0	0	0	0	0	0	0
L1FLnI_1p21.1ea	0	0	0	0	0	0	0	0
L1FLnI_1p21.1i	0	0	0	0	0	0	0	0
L1FLnI_1p21.2g	3	3	0	0	4	3	0	0
L1FLnI_1p21.2j	0	0	0	0	0	0	0	0
L1FLnI_1p22.2e	1	2	1	0	1	0	0	1
L1FLnI_1p31.1ka	2	2	0	2	0	1	2	2
L1FLnI_1p31.1ua	0	2	0	0	0	0	0	0
L1FLnI_1p31.1ub	0	0	0	0	0	0	0	0
L1FLnI_1p31.2a	1	2	2	2	3	3	2	1
L1FLnI_1q23.1p	0	0	0	0	0	0	0	0
L1FLnI_1q24.2i	0	1	1	0	1	0	1	0
L1FLnI_1q31.1e	3	2	2	0	1	0	4	4
L1FLnI_1q31.1i	0	0	0	0	0	0	0	0
L1FLnI_1q32.2m	0	0	0	0	0	0	0	0
L1FLnI_1q42.12h	2	5	1	3	2	2	0	2
L1FLnI_1q44e	0	3	0	0	1	0	0	1
L1FLnI_1q44g	0	0	0	0	1	1	0	0
L1FLnI_20p11.23g	0	1	0	0	0	0	0	0
L1FLnI_20p12.1c	1	0	0	0	0	0	1	0
L1FLnI_20p12.2d	0	1	0	0	0	0	1	0
L1FLnI_20p12.3f	0	0	0	0	0	0	0	0
L1FLnI_20q11.21c	0	0	0	0	0	0	0	0
L1FLnI_20q13.2k	0	0	0	0	0	0	0	0
L1FLnI_21p11.2g	0	0	0	0	0	0	0	0
L1FLnI_21q21.1f	0	1	0	0	0	1	1	2
L1FLnI_2p12cb	0	0	0	0	0	0	0	0
L1FLnI_2p12y	0	0	0	0	0	0	0	0
L1FLnI_2p23.1j	0	0	0	0	0	0	0	0
L1FLnI_2p23.1k	0	0	0	0	0	0	1	0
L1FLnI_2p24.1c	0	4	1	1	4	1	1	1
L1FLnI_2p24.1g	0	0	0	0	0	0	0	0
L1FLnI_2p24.3h	0	2	3	3	5	1	5	8
L1FLnI_2p25.2e	2	2	25	21	1	1	8	8
L1FLnI_2p25.3n	0	0	0	0	0	0	0	0
L1FLnI_2q12.1o	0	0	1	0	0	0	0	0
L1FLnI_2q14.1k	0	0	0	0	0	0	0	0
L1FLnI_2q14.1y	2	0	3	4	5	3	0	1
L1FLnI_2q14.3ua	0	0	0	0	0	0	0	0
L1FLnI_2q22.1fa	0	0	0	0	0	0	0	0
L1FLnI_2q22.1s	0	0	0	0	0	0	0	0
L1FLnI_2q22.3d	0	0	0	0	0	0	0	0
L1FLnI_2q23.2a	0	0	0	0	0	0	0	0
L1FLnI_2q23.2b	0	0	0	0	0	0	0	0
L1FLnI_2q23.3v	4	6	6	4	6	2	1	3
L1FLnI_2q24.1a	0	0	0	0	0	0	2	0
L1FLnI_2q24.1h	0	0	0	0	0	0	0	0
L1FLnI_2q24.1ja	0	1	0	0	0	1	0	1
L1FLnI_2q24.2r	1	2	3	1	0	1	2	2
L1FLnI_2q24.3a	0	0	0	0	1	0	0	0
L1FLnI_2q31.1w	3	3	1	2	0	4	0	0
L1FLnI_2q31.2e	0	0	0	0	0	0	0	0
L1FLnI_2q31.3k	0	0	0	0	0	0	0	0
L1FLnI_2q32.1da	2	5	2	3	2	4	0	1
L1FLnI_2q32.1ia	0	0	0	0	0	1	0	1
L1FLnI_2q32.1oa	0	0	0	0	0	0	0	0
L1FLnI_2q32.1w	0	0	0	0	0	0	0	0
L1FLnI_2q32.3g	0	0	0	0	0	0	0	0
L1FLnI_2q32.3r	0	0	0	0	0	0	0	0
L1FLnI_2q33.1v	1	3	0	1	0	1	1	0
L1FLnI_2q33.3i	0	0	0	0	0	0	0	0
L1FLnI_2q35f	2	1	0	2	0	0	0	0
L1FLnI_2q35k	1	0	0	0	0	0	0	2
L1FLnI_3p12.1i	0	0	0	0	0	0	0	0
L1FLnI_3p12.1n	0	0	0	0	0	0	0	0
L1FLnI_3p21.31d	5	6	2	9	4	2	3	1
L1FLnI_3p22.3j	0	0	0	0	0	0	0	0
L1FLnI_3p24.1c	0	0	1	0	0	0	0	0
L1FLnI_3p24.1f	0	0	0	0	0	0	0	0
L1FLnI_3p24.3ta	0	0	0	1	0	0	0	1
L1FLnI_3q12.2h	0	0	0	1	3	1	0	0
L1FLnI_3q13.11s	0	0	0	0	0	0	0	0
L1FLnI_3q13.11w	0	1	0	0	0	1	0	0
L1FLnI_3q13.12a	0	0	0	0	0	0	0	0
L1FLnI_3q13.13p	3	1	0	0	2	1	0	0
L1FLnI_3q13.13w	1	0	0	1	0	0	2	5
L1FLnI_3q13.31j	1	3	0	0	0	1	0	0
L1FLnI_3q13.33b	1	0	6	7	1	0	2	2
L1FLnI_3q13.33q	0	0	0	0	0	0	0	0
L1FLnI_3q22.1d	0	2	1	2	1	1	3	1
L1FLnI_3q22.1o	2	1	1	0	2	4	1	1
L1FLnI_3q23m	0	1	0	0	0	0	0	0
L1FLnI_3q24ca	2	0	0	0	0	0	0	0
L1FLnI_3q25.1a	5	2	2	0	1	5	10	8
L1FLnI_3q25.1d	0	1	0	0	0	0	0	0
L1FLnI_3q26.1b	2	0	0	1	1	0	0	0
L1FLnI_3q26.1fa	0	0	0	0	0	0	0	0
L1FLnI_3q26.1i	0	0	0	0	0	0	0	0
L1FLnI_3q26.32h	0	0	0	0	0	0	0	2
L1FLnI_3q26.32o	5	2	5	3	0	1	1	4
L1FLnI_3q26.32r	0	0	0	0	0	0	0	0
L1FLnI_3q28j	0	0	0	0	0	0	0	0
L1FLnI_4p15.1g	0	0	0	0	0	0	0	1
L1FLnI_4p15.1v	0	0	0	0	0	0	0	0
L1FLnI_4p15.32e	0	1	1	3	0	0	0	0
L1FLnI_4q13.2c	0	0	0	0	0	0	0	0
L1FLnI_4q13.3ua	0	1	1	1	0	1	2	1
L1FLnI_4q21.21l	22	22	10	11	29	27	5	7
L1FLnI_4q22.1ma	0	0	0	0	0	0	0	0
L1FLnI_4q22.1u	0	3	0	0	0	0	0	0
L1FLnI_4q22.1v	0	1	0	0	0	0	0	1
L1FLnI_4q22.2i	0	0	0	0	0	0	0	0
L1FLnI_4q25b	0	0	0	0	0	0	1	0
L1FLnI_4q25ba	0	0	0	0	0	0	0	0
L1FLnI_4q26j	3	7	1	4	2	0	0	4
L1FLnI_4q26ka	3	6	4	2	3	1	1	4
L1FLnI_4q26z	0	0	0	1	0	0	1	1
L1FLnI_4q31.23b	0	1	0	0	1	0	0	0
L1FLnI_4q32.1ma	1	1	0	2	0	1	0	2
L1FLnI_4q34.3i	0	0	0	0	0	0	0	0
L1FLnI_5p13.1h	0	0	0	0	0	0	0	0
L1FLnI_5p13.1l	0	0	0	0	0	0	0	1
L1FLnI_5p13.2aa	1	6	3	2	2	1	3	4
L1FLnI_5p14.1g	0	0	0	0	0	0	0	0
L1FLnI_5p14.1i	0	0	0	0	0	0	0	0
L1FLnI_5p15.1b	0	0	0	0	0	0	0	0
L1FLnI_5p15.1r	0	0	0	0	0	0	0	0
L1FLnI_5q12.1ga	0	0	0	0	0	0	0	0
L1FLnI_5q14.3ib	0	0	0	0	0	0	0	0
L1FLnI_5q14.3la	0	0	0	0	0	0	0	0
L1FLnI_5q14.3m	0	0	0	0	0	0	0	0
L1FLnI_5q14.3nb	0	1	0	0	0	0	0	0
L1FLnI_5q14.3o	0	0	0	0	0	0	0	0
L1FLnI_5q14.3r	0	0	0	0	0	0	0	0
L1FLnI_5q15za	0	0	0	0	0	0	0	1
L1FLnI_5q21.1h	0	0	0	0	0	0	0	0
L1FLnI_5q22.3o	0	0	0	0	0	0	0	0
L1FLnI_5q23.2d	0	0	0	0	0	0	0	1
L1FLnI_5q31.1e	0	0	0	0	0	0	0	0
L1FLnI_5q31.1j	0	0	1	0	0	0	0	1
L1FLnI_5q34ka	0	0	0	0	0	0	0	0
L1FLnI_5q35.2a	0	0	0	0	0	0	0	0
L1FLnI_5q35.3g	0	0	0	0	0	0	0	1
L1FLnI_6p12.2g	2	4	4	1	1	4	5	3
L1FLnI_6p12.3e	1	0	0	0	1	3	2	2
L1FLnI_6p21.1l	1	1	0	0	0	0	3	2
L1FLnI_6p22.3a	2	2	1	0	2	0	1	0
L1FLnI_6p24.3d	0	0	0	0	0	0	1	1
L1FLnI_6p25.2a	0	0	0	0	1	0	0	0
L1FLnI_6p25.2b	0	1	0	0	2	1	0	0
L1FLnI_6q11.1ca	0	0	0	0	0	0	0	0
L1FLnI_6q11.1e	0	0	0	0	0	0	1	0
L1FLnI_6q12w	0	1	0	0	0	1	0	0
L1FLnI_6q13l	6	13	20	22	17	8	18	25
L1FLnI_6q14.1xb	3	1	0	0	0	0	0	0
L1FLnI_6q14.3ea	0	0	0	0	0	0	0	0
L1FLnI_6q16.1a	0	0	0	0	0	0	0	0
L1FLnI_6q16.1l	0	0	0	0	0	0	0	0
L1FLnI_6q23.2g	0	0	0	0	0	1	0	1
L1FLnI_6q23.2i	0	0	0	2	2	0	1	0
L1FLnI_6q25.1d	0	0	0	1	0	0	0	0
L1FLnI_7p13c	0	0	0	0	0	0	0	0
L1FLnI_7p14.3aa	0	0	0	0	0	0	0	0
L1FLnI_7p14.3f	0	0	0	0	2	0	0	0
L1FLnI_7p15.3a	0	0	0	0	0	0	0	0
L1FLnI_7p21.1a	0	4	0	0	0	0	0	1
L1FLnI_7p21.3ia	0	0	0	1	0	0	2	2
L1FLnI_7p21.3r	0	0	0	0	0	0	0	0
L1FLnI_7p21.3s	0	0	0	0	0	0	0	0
L1FLnI_7p21.3v	0	0	0	0	0	0	0	0
L1FLnI_7q11.21i	0	0	0	0	0	0	0	0
L1FLnI_7q11.21j	0	0	0	0	0	0	0	0
L1FLnI_7q21.13c	0	1	1	1	0	1	0	0
L1FLnI_7q21.13t	30	41	21	16	17	13	14	22
L1FLnI_7q21.13y	4	4	5	5	1	2	6	1
L1FLnI_7q21.3f	0	0	0	0	0	0	0	0
L1FLnI_7q22.3a	1	0	0	0	0	1	0	0
L1FLnI_8p11.22e	0	1	0	0	2	1	0	0
L1FLnI_8p12h	5	5	4	5	4	4	2	0
L1FLnI_8p12p	0	0	0	0	0	0	0	1
L1FLnI_8p12y	0	0	0	0	0	0	0	0
L1FLnI_8p22i	0	0	0	0	0	0	0	0
L1FLnI_8p23.3d	0	0	0	0	0	0	0	0
L1FLnI_8q11.22b	0	0	0	0	0	0	0	0
L1FLnI_8q11.23l	0	0	0	0	0	0	0	0
L1FLnI_8q12.1ba	0	0	0	0	0	0	0	0
L1FLnI_8q13.3e	6	7	1	7	8	8	1	5
L1FLnI_8q13.3g	0	0	1	1	1	0	2	4
L1FLnI_8q22.1e	0	0	0	0	0	0	0	0
L1FLnI_8q22.2s	1	0	0	0	1	0	0	0
L1FLnI_8q23.3k	1	0	0	0	0	0	0	0
L1FLnI_8q23.3m	0	0	0	0	0	0	0	0
L1FLnI_8q24.11b	0	0	0	1	0	0	0	0
L1FLnI_8q24.21d	1	4	1	0	1	1	0	0
L1FLnI_9p11.2g	0	0	0	0	0	0	0	0
L1FLnI_9p13.1c	0	0	0	0	0	0	0	0
L1FLnI_9p21.1j	0	0	0	1	1	0	0	2
L1FLnI_9p22.1g	0	0	0	0	0	0	1	0
L1FLnI_9p22.2f	3	7	2	0	5	4	2	7
L1FLnI_9p23j	0	0	0	0	0	0	0	0
L1FLnI_9p23k	0	0	0	0	0	0	0	0
L1FLnI_9p24.2d	1	2	0	0	0	0	0	1
L1FLnI_9p24.2i	0	2	1	1	0	0	1	0
L1FLnI_9q21.11f	0	0	0	0	0	0	0	0
L1FLnI_9q21.13t	0	0	0	0	0	0	0	0
L1FLnI_9q21.32c	0	0	0	1	0	0	0	0
L1FLnI_Xp11.21e	0	0	0	0	0	0	0	0
L1FLnI_Xp11.21jb	0	1	0	0	0	0	0	0
L1FLnI_Xp11.21tb	0	1	0	1	0	1	0	0
L1FLnI_Xp11.21vc	5	6	3	0	6	4	0	3
L1FLnI_Xp11.21wa	0	0	0	0	0	0	0	1
L1FLnI_Xp11.21z	0	0	0	0	2	1	1	0
L1FLnI_Xp11.21zb	0	1	3	2	0	1	2	3
L1FLnI_Xp11.22v	0	0	0	0	0	0	0	0
L1FLnI_Xp11.3a	0	0	0	0	0	0	0	0
L1FLnI_Xp11.4f	0	0	0	0	0	0	0	0
L1FLnI_Xp21.2f	0	1	0	1	1	0	0	0
L1FLnI_Xp22.12l	0	0	0	0	0	0	0	0
L1FLnI_Xq11.1h	0	0	0	0	0	0	0	0
L1FLnI_Xq11.2ka	0	0	0	0	0	0	0	0
L1FLnI_Xq12qa	0	0	0	0	0	0	0	0
L1FLnI_Xq12y	2	10	2	2	6	16	1	0
L1FLnI_Xq13.2ha	1	1	0	0	1	0	0	0
L1FLnI_Xq13.2u	0	0	0	0	0	0	0	0
L1FLnI_Xq21.1fd	0	0	0	0	0	0	0	0
L1FLnI_Xq21.1g	0	0	2	3	1	0	1	0
L1FLnI_Xq21.1mf	0	0	0	0	0	1	0	1
L1FLnI_Xq21.1od	0	0	0	0	0	0	0	0
L1FLnI_Xq21.1ve	0	0	1	1	0	0	0	2
L1FLnI_Xq21.1xb	0	0	0	0	0	0	0	0
L1FLnI_Xq21.1y	1	0	0	0	0	0	0	0
L1FLnI_Xq21.31j	1	0	0	0	0	0	0	0
L1FLnI_Xq21.31p	0	0	0	0	0	0	0	0
L1FLnI_Xq21.33a	0	0	0	0	0	0	0	0
L1FLnI_Xq21.33e	0	0	0	0	0	0	0	0
L1FLnI_Xq22.3va	0	0	0	0	0	0	0	0
L1FLnI_Xq22.3ya	0	0	0	0	0	0	1	0
L1FLnI_Xq25a	1	2	0	3	2	1	1	0
L1FLnI_Xq25bc	0	0	0	0	1	1	0	0
L1FLnI_Xq25gc	0	0	0	0	0	0	0	0
L1FLnI_Xq26.3ea	0	0	0	0	0	0	0	0
L1FLnI_Yp11.2va	0	0	0	0	0	0	0	0
L1FLnI_Yp11.2za	0	0	0	0	0	0	0	0
L1FLnI_Yq11.21p	0	0	0	0	0	0	0	0
L1FLnI_Yq11.221a	0	0	0	0	0	0	0	0
L1FLnI_Yq11.221cb	0	0	0	0	0	0	0	0
L1FLnI_Yq11.221mb	0	0	0	0	0	0	0	0
L1FLnI_Yq11.221pa	0	0	0	0	0	0	0	0
L1FLnI_Yq11.222ca	0	0	0	0	0	0	0	0
L1FLnI_Yq11.223ia	0	0	0	0	0	0	0	0
LTR19_1q24.3	1	2	2	4	1	2	1	1
LTR19_5q34	0	0	0	0	0	0	0	0
LTR19_Xq27.1	0	0	0	0	0	0	0	0
LTR19_Xq27.2b	0	0	0	0	0	0	0	0
LTR19_Xq27.2c	0	0	0	0	0	0	0	0
LTR19_Xq27.2d	0	0	0	0	0	0	0	0
LTR23_1p22.1	0	1	1	3	1	1	0	0
LTR23_1q21.1	0	0	0	0	0	0	0	0
LTR23_4q12	0	0	0	0	0	0	0	1
LTR23_5q13.2a	0	0	0	0	0	0	0	0
LTR23_5q13.2b	0	0	0	0	0	0	0	0
LTR23_5q13.2c	0	0	0	0	0	0	0	0
LTR23_Xp11.21	0	2	0	0	0	0	0	0
LTR25_14q24.2	2	2	1	0	0	2	0	1
LTR25_19q13.11	0	0	0	0	3	2	0	0
LTR25_1q31.1	0	0	0	0	1	0	0	1
LTR25_4q34.1a	5	3	4	8	3	4	4	3
LTR25_5q21.1a	0	0	0	0	0	0	0	0
LTR57_10p11.21	1	0	1	2	0	0	0	0
LTR57_14q32.12	0	0	1	0	0	2	0	1
LTR57_16q23.1	0	0	0	0	0	0	0	0
LTR57_6q24.3	0	0	0	0	0	0	0	0
LTR57_9q22.32	0	1	0	1	0	0	1	1
MER101_11p13	0	0	0	0	0	0	1	0
MER101_14q12b	1	0	1	1	0	1	1	1
MER101_15q15.2	4	7	5	8	8	1	3	1
MER101_16q22.1a	0	7	2	1	2	2	1	1
MER101_22q12.3	1	0	0	1	0	0	0	0
MER101_2q14.1b	0	0	0	0	0	0	0	0
MER101_7q11.21c	1	0	2	0	0	1	1	1
MER34B_14q31.3	1	0	0	0	2	0	0	0
MER34B_6q14.2	1	0	1	1	1	1	1	0
MER34B_8q24.13	1	0	0	1	1	0	0	1
MER4_11p15.4a	2	1	0	1	1	2	2	1
MER4_11q12.1b	0	0	0	0	0	0	0	0
MER4_12q24.31	0	0	1	0	0	0	0	1
MER4_12q24.33	0	0	0	0	0	0	0	0
MER4_13q14.3b	0	0	0	0	0	0	0	0
MER4_13q32.3a	2	1	3	1	2	3	7	7
MER4_14q22.3b	0	0	0	0	0	0	0	1
MER4_14q24.1b	0	0	0	0	0	0	0	0
MER4_15q21.2a	0	0	0	0	0	0	0	0
MER4_17q11.2b	1	0	0	0	0	1	0	0
MER4_17q21.2d	9	15	1	1	7	10	1	0
MER4_18q21.1	0	0	0	0	1	0	0	0
MER4_19q13.41b	3	2	1	1	2	2	1	0
MER4_1p31.2	0	0	0	0	0	0	2	0
MER4_1p34.1c	5	8	3	2	4	2	1	2
MER4_1p34.3a	0	1	0	0	0	0	0	1
MER4_1q25.1c	0	0	0	0	0	0	0	0
MER4_2q11.2a	8	7	2	2	4	1	1	0
MER4_3p21.31a	4	2	2	3	4	1	0	0
MER4_3q12.2	2	2	0	2	0	1	3	1
