Calu3_mock3	Calu3_mock2	Calu3_mock1	Calu3_SARSCoV2_3	Calu3_SARSCoV2_2	Calu3_SARSCoV2_1
ERVLB4_11q21e	0	0	0	0	0	0
ERVLB4_15q25.2	0	0	0	0	0	0
ERVLB4_1p35.1	0	0	0	0	0	0
ERVLB4_3p12.3f	0	0	0	0	0	0
ERVLB4_4p15.32c	0	0	0	0	0	0
ERVLB4_5p14.3c	0	0	0	0	0	0
ERVLB4_7p21.3d	0	0	0	0	0	0
ERVLB4_8q12.3a	0	0	0	0	0	0
ERVLB4_8q23.2b	0	0	0	0	0	0
ERVLB4_9q33.3b	0	0	0	0	0	0
ERVLE_10q25.1e	0	0	0	0	0	0
ERVLE_12p12.3i	0	0	0	0	0	0
ERVLE_13q21.1e	0	0	0	0	0	0
ERVLE_13q33.3b	0	0	0	0	0	0
ERVLE_14q31.3a	0	0	0	0	0	0
ERVLE_1q41a	0	0	0	0	0	0
ERVLE_21q21.1g	0	0	0	0	0	0
ERVLE_2p16.3d	0	0	0	0	0	0
ERVLE_3p21.31c	0	0	0	0	0	0
ERVLE_3p22.3b	0	0	0	0	0	0
ERVLE_3q28d	0	0	0	0	0	0
ERVLE_4q28.3a	0	0	0	0	0	0
ERVLE_6p22.3c	0	0	0	0	0	0
ERVLE_6q12c	0	0	0	0	0	0
ERVLE_6q14.3a	0	0	0	0	0	0
ERVLE_6q14.3c	0	0	0	0	0	0
ERVLE_6q22.1c	0	0	0	0	0	0
HERVL_17p13.1	0	0	0	0	0	0
HERVL18_1q32.2	0	0	0	0	0	0
HERVL18_2p22.3	0	0	0	0	0	0
HERVL18_6q13	0	0	0	0	0	0
HML5_14q32.33a	0	0	0	0	0	0
HML5_14q32.33b	0	0	0	0	0	0
HUERSP2_3p24.1	0	0	0	0	0	0
HUERSP2_4q26	0	0	0	0	0	0
HUERSP3_1p13.3	0	0	0	0	0	0
HUERSP3B_6p22.3b	0	0	0	0	0	0
L1FLnI_10q21.1x	0	0	0	0	0	0
L1FLnI_11p13v	0	0	0	0	0	0
L1FLnI_11q22.3s	0	0	0	0	0	0
L1FLnI_18q21.31a	0	0	0	0	0	0
L1FLnI_2q12.1n	0	0	0	0	0	0
L1FLnI_2q31.3h	0	0	0	0	0	0
L1FLnI_4q24ba	0	0	0	0	0	0
L1FLnI_5p13.3f	0	0	0	0	0	0
L1FLnI_5q12.2a	0	0	0	0	0	0
L1FLnI_6q24.2d	0	0	0	0	0	0
L1FLnI_8q23.2a	0	0	0	0	0	0
L1FLnI_9p24.1ca	0	0	0	0	0	0
L1FLnI_Xq21.31ib	0	0	0	0	0	0
L1FLnI_Xq22.1o	0	0	0	0	0	0
LTR25_1p21.1d	0	0	0	0	0	0
LTR25_5q21.1b	0	0	0	0	0	0
LTR57_22q11.1	0	0	0	0	0	0
MER101_12q21.32	0	0	0	0	0	0
MER101_13q14.2	0	0	0	0	0	0
MER101_18q21.33c	0	0	0	0	0	0
MER34B_7q36.3b	0	0	0	0	0	0
MER4_11q22.1a	0	0	0	0	0	0
MER4_1p33b	0	0	0	0	0	0
MER4_Xq21.31e	0	0	0	0	0	0
MER4_Xq21.33e	0	0	0	0	0	0
MER4_Xq22.3c	0	0	0	0	0	0
MER4_Xq27.3g	0	0	0	0	0	0
MER4_Xq27.3h	0	0	0	0	0	0
MER41_4q13.2b	0	0	0	0	0	0
MER41_4q34.1a	0	0	0	0	0	0
MER41_8q24.13	0	0	0	0	0	0
MER41_9p24.1a	0	0	0	0	0	0
MER41_Xq28b	0	0	0	0	0	0
MER4B_2q14.1	0	0	0	0	0	0
MER4B_4q13.2b	0	0	0	0	0	0
MER4B_4q31.22	0	0	0	0	0	0
MER4B_Xq22.3e	0	0	0	0	0	0
MER61_10q11.21	0	0	0	0	0	0
MER61_9q31.1	0	0	0	0	0	0
PABLA_11q22.3	0	0	0	0	0	0
PABLA_4q22.3	0	0	0	0	0	0
PABLA_4q31.21b	0	0	0	0	0	0
PABLB_18q22.1	0	0	0	0	0	0
ERV316A3_13q13.3d	0	0	0	0	0	0
ERV316A3_4q31.3a	0	0	0	0	0	0
ERV316A3_8q24.23e	0	0	0	0	0	0
ERVLB4_3q13.11a	0	0	0	0	0	0
ERVLB4_4q31.21a	0	0	0	0	0	0
ERVLB4_8q12.1a	0	0	0	0	0	0
ERVLE_1p22.3b	0	0	0	0	0	0
ERVLE_1p31.1q	0	0	0	0	0	0
ERVLE_2q36.3c	0	0	0	0	0	0
ERVLE_3q26.31a	0	0	0	0	0	0
ERVLE_4q34.3b	0	0	0	0	0	0
ERVLE_7q11.23	0	0	0	0	0	0
ERVLE_7q31.32g	0	0	0	0	0	0
ERVLE_Xq28i	0	0	0	0	0	0
HERVL_4p15.31d	0	0	0	0	0	0
HERVL74_8q24.3	0	0	0	0	0	0
HERVP71A_17q11.2a	0	0	0	0	0	0
HUERSP1_3q22.2b	0	0	0	0	0	0
HUERSP1_3q26.2	0	0	0	0	0	0
LTR19_Yq11.222a	0	0	0	0	0	0
LTR19_Yq11.222b	0	0	0	0	0	0
PABLA_7q11.21b	0	0	0	0	0	0
ERV316A3_13q12.13b	0	0	0	0	0	0
ERV316A3_1p32.2e	0	0	0	0	0	0
ERV316A3_5q31.2	0	0	0	0	0	0
ERV316A3_6p23	0	0	0	0	0	0
ERVLE_2q32.1b	0	0	0	0	0	0
ERVLE_5q22.2a	0	0	0	0	0	0
ERVLE_7q36.3	0	0	0	0	0	0
HERV3_10q11.21a	0	0	0	0	0	0
HERVL40_6q25.2a	0	0	0	0	0	0
HERVL74_20p13c	0	0	0	0	0	0
L1FLnI_12p12.3l	0	0	0	0	0	0
L1FLnI_Xp11.21ja	0	0	0	0	0	0
MER101_19q13.2a	0	0	0	0	0	0
MER34B_1p21.2b	0	0	0	0	0	0
MER4_14q22.3b	0	0	0	0	0	0
MER41_22q12.3b	0	0	0	0	0	0
MER4B_4q13.3d	0	0	0	0	0	0
MER4B_7q33a	0	0	0	0	0	0
ERV316A3_1p21.1j	0	0	0	0	0	0
ERV316A3_5p13.3d	0	0	0	0	0	0
ERV316A3_5q12.3c	0	0	0	0	0	0
ERV316A3_5q14.3c	0	0	0	0	0	0
ERV316A3_8q22.1d	0	0	0	0	0	0
ERVL_4q13.3b	0	0	0	0	0	0
ERVLB4_12p13.31d	0	0	0	0	0	0
ERVLB4_8p11.23a	0	0	0	0	0	0
ERVLE_14q13.2	0	0	0	0	0	0
ERVLE_1q23.1b	0	0	0	0	0	0
ERVLE_Xp11.22d	0	0	0	0	0	0
HERVIP10F_9p21.2b	0	0	0	0	0	0
HERVL18_4q28.3	0	0	0	0	0	0
HERVL40_1p35.3	0	0	0	0	0	0
L1FLnI_Xp11.21a	0	0	0	0	0	0
MER4B_1q24.2	0	0	0	0	0	0
ERV316A3_14q31.3	0	0	0	0	0	0
ERV316A3_3p12.3a	0	0	0	0	0	0
ERV316A3_4q21.21c	0	0	0	0	0	0
ERVLE_10q23.1e	0	0	0	0	0	0
ERVLE_9q21.13a	0	0	0	0	0	0
L1FLnI_13q21.33b	0	0	0	0	0	0
L1FLnI_7p21.2b	0	0	0	0	0	0
MER41_14q21.2b	0	0	0	0	0	0
MER41_6q24.1	0	0	0	0	0	0
PRIMAX_6q11.1	0	0	0	0	0	0
ERV316A3_1q43g	0	0	0	0	0	0
ERVL_3q26.32	0	0	0	0	0	0
ERVLE_1p21.2a	0	0	0	0	0	0
ERVLE_8q21.13g	0	0	0	0	0	0
ERVLE_9q31.1a	0	0	0	0	0	0
HUERSP3_17q22	0	0	0	0	0	0
MER41_9q22.1c	0	0	0	0	0	0
MER4B_1p31.3	0	0	0	0	0	0
MER61_1p21.1a	0	0	0	0	0	0
ERV316A3_2q22.3a	0	0	0	0	0	0
ERVLE_2q13	0	0	0	0	0	0
ERVLE_4p14d	0	0	0	0	0	0
ERVLE_5p15.31c	0	0	0	0	0	0
ERVLE_Xq28j	0	0	0	0	0	0
HERVL_19q13.41a	0	0	0	0	0	0
HUERSP3_Xq27.1	0	0	0	0	0	0
L1FLnI_14q31.3b	0	0	0	0	0	0
MER101_21q21.3b	0	0	0	0	0	0
MER101_22q13.1	0	0	0	0	0	0
ERV316A3_10p15.1c	0	0	0	0	0	0
ERV316A3_11p14.3a	0	0	0	0	0	0
ERV316A3_11p15.4i	0	0	0	0	0	0
ERV316A3_11q22.1f	0	0	0	0	0	0
ERV316A3_12p12.1c	0	0	0	0	0	0
ERV316A3_13q12.12b	0	0	0	0	0	0
ERV316A3_13q12.13a	0	0	0	0	0	0
ERV316A3_13q13.3b	0	0	0	0	0	0
ERV316A3_13q13.3g	0	0	0	0	0	0
ERV316A3_13q22.3b	0	0	0	0	0	0
ERV316A3_15q15.1b	0	0	0	0	0	0
ERV316A3_16q21l	0	0	0	0	0	0
ERV316A3_17q21.33b	0	0	0	0	0	0
ERV316A3_18p11.31a	0	0	0	0	0	0
ERV316A3_18p11.31d	0	0	0	0	0	0
ERV316A3_19q13.2	0	0	0	0	0	0
ERV316A3_1p13.3b	0	0	0	0	0	0
ERV316A3_1p21.1c	0	0	0	0	0	0
ERV316A3_1p22.3b	0	0	0	0	0	0
ERV316A3_1p31.1c	0	0	0	0	0	0
ERV316A3_1p35.2	0	0	0	0	0	0
ERV316A3_1p36.22a	0	0	0	0	0	0
ERV316A3_1q23.3d	0	0	0	0	0	0
ERV316A3_1q31.2a	0	0	0	0	0	0
ERV316A3_1q31.3e	0	0	0	0	0	0
ERV316A3_20p13	0	0	0	0	0	0
ERV316A3_2q22.3c	0	0	0	0	0	0
ERV316A3_2q32.1f	0	0	0	0	0	0
ERV316A3_2q33.2	0	0	0	0	0	0
ERV316A3_3p21.31a	0	0	0	0	0	0
ERV316A3_3p25.1	0	0	0	0	0	0
ERV316A3_3q28e	0	0	0	0	0	0
ERV316A3_4q13.3e	0	0	0	0	0	0
ERV316A3_4q21.1c	0	0	0	0	0	0
ERV316A3_4q21.1e	0	0	0	0	0	0
ERV316A3_4q21.1i	0	0	0	0	0	0
ERV316A3_4q28.3k	0	0	0	0	0	0
ERV316A3_4q28.3s	0	0	0	0	0	0
ERV316A3_4q31.23d	0	0	0	0	0	0
ERV316A3_4q32.3c	0	0	0	0	0	0
ERV316A3_5p14.3c	0	0	0	0	0	0
ERV316A3_5p15.1c	0	0	0	0	0	0
ERV316A3_5q21.1c	0	0	0	0	0	0
ERV316A3_5q31.3c	0	0	0	0	0	0
ERV316A3_6q11.1	0	0	0	0	0	0
ERV316A3_6q15b	0	0	0	0	0	0
ERV316A3_6q22.33	0	0	0	0	0	0
ERV316A3_6q24.1d	0	0	0	0	0	0
ERV316A3_6q26c	0	0	0	0	0	0
ERV316A3_7q21.13	0	0	0	0	0	0
ERV316A3_7q31.31e	0	0	0	0	0	0
ERV316A3_7q36.1b	0	0	0	0	0	0
ERV316A3_8p21.2b	0	0	0	0	0	0
ERV316A3_8p21.3d	0	0	0	0	0	0
ERV316A3_8p22f	0	0	0	0	0	0
ERV316A3_8q12.2	0	0	0	0	0	0
ERV316A3_8q13.2a	0	0	0	0	0	0
ERV316A3_8q23.1b	0	0	0	0	0	0
ERV316A3_9p13.3b	0	0	0	0	0	0
ERV316A3_9q34.3b	0	0	0	0	0	0
ERV316A3_Xq28e	0	0	0	0	0	0
ERVL_19q11	0	0	0	0	0	0
ERVL_3q22.1	0	0	0	0	0	0
ERVL_4q13.3a	0	0	0	0	0	0
ERVL_9q33.2b	0	0	0	0	0	0
ERVLB4_10q25.2b	0	0	0	0	0	0
ERVLB4_12p13.31c	0	0	0	0	0	0
ERVLB4_12q13.2a	0	0	0	0	0	0
ERVLB4_12q13.2b	0	0	0	0	0	0
ERVLB4_12q21.33a	0	0	0	0	0	0
ERVLB4_12q22c	0	0	0	0	0	0
ERVLB4_12q23.3c	0	0	0	0	0	0
ERVLB4_13q31.1c	0	0	0	0	0	0
ERVLB4_14q32.33b	0	0	0	0	0	0
ERVLB4_15q11.2v	0	0	0	0	0	0
ERVLB4_1q23.3h	0	0	0	0	0	0
ERVLB4_1q25.2	0	0	0	0	0	0
ERVLB4_1q44b	0	0	0	0	0	0
ERVLB4_21p11.2a	0	0	0	0	0	0
ERVLB4_21p11.2b	0	0	0	0	0	0
ERVLB4_21p12a	0	0	0	0	0	0
ERVLB4_21p12b	0	0	0	0	0	0
ERVLB4_22_KI270733v1_random	0	0	0	0	0	0
ERVLB4_3p12.3b	0	0	0	0	0	0
ERVLB4_3p21.31b	0	0	0	0	0	0
ERVLB4_3q29a	0	0	0	0	0	0
ERVLB4_4q12a	0	0	0	0	0	0
ERVLB4_4q12c	0	0	0	0	0	0
ERVLB4_4q21.1b	0	0	0	0	0	0
ERVLB4_5p14.3a	0	0	0	0	0	0
ERVLB4_5q13.3b	0	0	0	0	0	0
ERVLB4_5q21.3a	0	0	0	0	0	0
ERVLB4_6q24.2	0	0	0	0	0	0
ERVLB4_6q27e	0	0	0	0	0	0
ERVLB4_7p13	0	0	0	0	0	0
ERVLB4_7q21.11a	0	0	0	0	0	0
ERVLB4_8q21.13a	0	0	0	0	0	0
ERVLB4_8q21.13b	0	0	0	0	0	0
ERVLB4_8q21.13e	0	0	0	0	0	0
ERVLB4_9p23d	0	0	0	0	0	0
ERVLB4_9q33.2	0	0	0	0	0	0
ERVLB4_Un_GL000220v1	0	0	0	0	0	0
ERVLB4_Xp11.21b	0	0	0	0	0	0
ERVLB4_Xq22.1i	0	0	0	0	0	0
ERVLB4_Xq23c	0	0	0	0	0	0
ERVLE_10p11.22a	0	0	0	0	0	0
ERVLE_10p14b	0	0	0	0	0	0
ERVLE_11q21c	0	0	0	0	0	0
ERVLE_11q23.3c	0	0	0	0	0	0
ERVLE_13q21.2a	0	0	0	0	0	0
ERVLE_13q22.1b	0	0	0	0	0	0
ERVLE_13q31.3c	0	0	0	0	0	0
ERVLE_13q31.3d	0	0	0	0	0	0
ERVLE_13q31.3f	0	0	0	0	0	0
ERVLE_15q14e	0	0	0	0	0	0
ERVLE_17q12	0	0	0	0	0	0
ERVLE_18p11.31a	0	0	0	0	0	0
ERVLE_18q22.2a	0	0	0	0	0	0
ERVLE_19q13.41a	0	0	0	0	0	0
ERVLE_1p21.3b	0	0	0	0	0	0
ERVLE_1p32.2b	0	0	0	0	0	0
ERVLE_1p34.2g	0	0	0	0	0	0
ERVLE_1p35.2b	0	0	0	0	0	0
ERVLE_1q21.3a	0	0	0	0	0	0
ERVLE_1q41e	0	0	0	0	0	0
ERVLE_1q41k	0	0	0	0	0	0
ERVLE_20q12	0	0	0	0	0	0
ERVLE_20q13.32b	0	0	0	0	0	0
ERVLE_21q22.11b	0	0	0	0	0	0
ERVLE_21q22.11c	0	0	0	0	0	0
ERVLE_22q12.1	0	0	0	0	0	0
ERVLE_2p16.3a	0	0	0	0	0	0
ERVLE_2p24.1a	0	0	0	0	0	0
ERVLE_2p24.1d	0	0	0	0	0	0
ERVLE_2p25.3a	0	0	0	0	0	0
ERVLE_2q14.3b	0	0	0	0	0	0
ERVLE_2q37.3a	0	0	0	0	0	0
ERVLE_2q37.3d	0	0	0	0	0	0
ERVLE_3p21.2	0	0	0	0	0	0
ERVLE_3p24.3a	0	0	0	0	0	0
ERVLE_3p24.3f	0	0	0	0	0	0
ERVLE_4q21.1e	0	0	0	0	0	0
ERVLE_4q31.23a	0	0	0	0	0	0
ERVLE_4q31.3a	0	0	0	0	0	0
ERVLE_5p13.2a	0	0	0	0	0	0
ERVLE_5p13.3k	0	0	0	0	0	0
ERVLE_5p14.1g	0	0	0	0	0	0
ERVLE_5q11.2a	0	0	0	0	0	0
ERVLE_5q15c	0	0	0	0	0	0
ERVLE_5q21.3d	0	0	0	0	0	0
ERVLE_5q21.3g	0	0	0	0	0	0
ERVLE_5q31.3e	0	0	0	0	0	0
ERVLE_6p21.1b	0	0	0	0	0	0
ERVLE_6p21.1c	0	0	0	0	0	0
ERVLE_6q22.33b	0	0	0	0	0	0
ERVLE_6q23.3c	0	0	0	0	0	0
ERVLE_7p14.1a	0	0	0	0	0	0
ERVLE_7q22.3	0	0	0	0	0	0
ERVLE_7q34d	0	0	0	0	0	0
ERVLE_8p21.2a	0	0	0	0	0	0
ERVLE_8q21.13i	0	0	0	0	0	0
ERVLE_8q22.3a	0	0	0	0	0	0
ERVLE_8q24.23a	0	0	0	0	0	0
ERVLE_Xp11.4b	0	0	0	0	0	0
HERV3_1q32.2	0	0	0	0	0	0
HERV3_4q13.3a	0	0	0	0	0	0
HERV30_Yq11.223	0	0	0	0	0	0
HERV4_7q36.1	0	0	0	0	0	0
HERVFRD_12q14.1	0	0	0	0	0	0
HERVFRD_14q12	0	0	0	0	0	0
HERVFRD_19p12	0	0	0	0	0	0
HERVFRD_2q14.1	0	0	0	0	0	0
HERVFRD_Xq11.1a	0	0	0	0	0	0
HERVIP10F_18q12.1	0	0	0	0	0	0
HERVK11_19p11c	0	0	0	0	0	0
HERVK14C_8q24.3a	0	0	0	0	0	0
HERVK14C_Yq11.223b	0	0	0	0	0	0
HERVL_11q22.3e	0	0	0	0	0	0
HERVL_Yq11.223a	0	0	0	0	0	0
HERVL18_10q22.1	0	0	0	0	0	0
HERVL18_18q21.32	0	0	0	0	0	0
HERVL18_9p21.1	0	0	0	0	0	0
HERVL32_19q13.33a	0	0	0	0	0	0
HERVL40_18q22.1e	0	0	0	0	0	0
HERVL40_1p21.3	0	0	0	0	0	0
HERVL40_7q35	0	0	0	0	0	0
HERVL40_8q11.23b	0	0	0	0	0	0
HERVL40_Xp11.21a	0	0	0	0	0	0
HERVL74_11p15.4	0	0	0	0	0	0
HERVL74_11q12.3	0	0	0	0	0	0
HERVL74_1q32.1	0	0	0	0	0	0
HERVL74_7p21.3	0	0	0	0	0	0
HERVP71A_12p13.33b	0	0	0	0	0	0
HERVP71A_4q28.3	0	0	0	0	0	0
HERVP71A_Xq22.1c	0	0	0	0	0	0
HML5_8p21.2	0	0	0	0	0	0
HML5_Yq11.223g	0	0	0	0	0	0
HML5_Yq11.223k	0	0	0	0	0	0
HML6_8q12.1	0	0	0	0	0	0
HUERSP1_11p15.4a	0	0	0	0	0	0
HUERSP1_19q13.2b	0	0	0	0	0	0
HUERSP1_1q31.3	0	0	0	0	0	0
HUERSP1_6q16.1	0	0	0	0	0	0
HUERSP2_17q12	0	0	0	0	0	0
HUERSP2_1p22.2	0	0	0	0	0	0
HUERSP2_2q12.3	0	0	0	0	0	0
HUERSP2_4q13.3a	0	0	0	0	0	0
HUERSP2_4q34.1	0	0	0	0	0	0
HUERSP2_Yq11.221	0	0	0	0	0	0
HUERSP2_Yq11.223	0	0	0	0	0	0
HUERSP3_2p22.1	0	0	0	0	0	0
HUERSP3_5q22.1	0	0	0	0	0	0
HUERSP3_6q14.1	0	0	0	0	0	0
HUERSP3_9p23	0	0	0	0	0	0
HUERSP3_Xp11.22	0	0	0	0	0	0
HUERSP3_Xq13.3b	0	0	0	0	0	0
HUERSP3_Yq11.223a	0	0	0	0	0	0
HUERSP3B_18q12.1	0	0	0	0	0	0
HUERSP3B_Xp21.3b	0	0	0	0	0	0
L1FLnI_11q22.1t	0	0	0	0	0	0
L1FLnI_12q21.31l	0	0	0	0	0	0
L1FLnI_13q21.1q	0	0	0	0	0	0
L1FLnI_13q31.1ea	0	0	0	0	0	0
L1FLnI_14q12w	0	0	0	0	0	0
L1FLnI_14q21.1oa	0	0	0	0	0	0
L1FLnI_15q25.3b	0	0	0	0	0	0
L1FLnI_16p12.1a	0	0	0	0	0	0
L1FLnI_18p11.31b	0	0	0	0	0	0
L1FLnI_1p12v	0	0	0	0	0	0
L1FLnI_1p31.1nc	0	0	0	0	0	0
L1FLnI_1q31.2o	0	0	0	0	0	0
L1FLnI_2p12i	0	0	0	0	0	0
L1FLnI_2q24.2n	0	0	0	0	0	0
L1FLnI_3q12.3c	0	0	0	0	0	0
L1FLnI_3q24q	0	0	0	0	0	0
L1FLnI_4p15.2k	0	0	0	0	0	0
L1FLnI_4p15.31d	0	0	0	0	0	0
L1FLnI_4q13.2e	0	0	0	0	0	0
L1FLnI_4q28.3ua	0	0	0	0	0	0
L1FLnI_5p14.3b	0	0	0	0	0	0
L1FLnI_5p14.3c	0	0	0	0	0	0
L1FLnI_5q22.1a	0	0	0	0	0	0
L1FLnI_5q34d	0	0	0	0	0	0
L1FLnI_6p12.3b	0	0	0	0	0	0
L1FLnI_6p24.3c	0	0	0	0	0	0
L1FLnI_6q26f	0	0	0	0	0	0
L1FLnI_9q22.31b	0	0	0	0	0	0
L1FLnI_Xp22.12c	0	0	0	0	0	0
L1FLnI_Xq21.1bc	0	0	0	0	0	0
L1FLnI_Xq21.2b	0	0	0	0	0	0
L1FLnI_Xq21.2n	0	0	0	0	0	0
L1FLnI_Xq22.3o	0	0	0	0	0	0
L1FLnI_Xq27.3z	0	0	0	0	0	0
L1FLnI_Yp11.2jb	0	0	0	0	0	0
L1FLnI_Yq11.223da	0	0	0	0	0	0
L1FLnI_Yq11.223wa	0	0	0	0	0	0
LTR19_Yq11.223a	0	0	0	0	0	0
LTR25_19p12f	0	0	0	0	0	0
LTR25_3q21.3	0	0	0	0	0	0
LTR25_5q34	0	0	0	0	0	0
LTR25_Yq11.223d	0	0	0	0	0	0
LTR25_Yq11.223e	0	0	0	0	0	0
LTR25_Yq11.223g	0	0	0	0	0	0
LTR25_Yq11.223h	0	0	0	0	0	0
LTR46_Yq11.223	0	0	0	0	0	0
LTR57_13q33.1	0	0	0	0	0	0
LTR57_14q13.2b	0	0	0	0	0	0
MER101_10q11.22a	0	0	0	0	0	0
MER101_13q34b	0	0	0	0	0	0
MER101_2q14.1c	0	0	0	0	0	0
MER34B_12p13.31	0	0	0	0	0	0
MER34B_1p22.3a	0	0	0	0	0	0
MER34B_1p22.3b	0	0	0	0	0	0
MER34B_7q36.1	0	0	0	0	0	0
MER34B_9q21.13	0	0	0	0	0	0
MER34B_Xq28	0	0	0	0	0	0
MER4_10q25.3c	0	0	0	0	0	0
MER4_11q12.1d	0	0	0	0	0	0
MER4_11q12.3c	0	0	0	0	0	0
MER4_14q22.3a	0	0	0	0	0	0
MER4_14q32.33c	0	0	0	0	0	0
MER4_15q26.1a	0	0	0	0	0	0
MER4_20p13b	0	0	0	0	0	0
MER4_4q31.21a	0	0	0	0	0	0
MER4_Xq11.1d	0	0	0	0	0	0
MER4_Xq11.1h	0	0	0	0	0	0
MER4_Xq21.1a	0	0	0	0	0	0
MER4_Xq23b	0	0	0	0	0	0
MER4_Xq27.3i	0	0	0	0	0	0
MER41_20p11.21b	0	0	0	0	0	0
MER41_4q13.1c	0	0	0	0	0	0
MER41_4q21.21	0	0	0	0	0	0
MER41_5q14.3b	0	0	0	0	0	0
MER41_5q32	0	0	0	0	0	0
MER41_Xp11.21h	0	0	0	0	0	0
MER41_Xp11.21k	0	0	0	0	0	0
MER41_Xq25c	0	0	0	0	0	0
MER4B_17p11.2a	0	0	0	0	0	0
MER4B_17p11.2d	0	0	0	0	0	0
MER4B_19q13.42a	0	0	0	0	0	0
MER4B_2p22.3	0	0	0	0	0	0
MER4B_2q37.3	0	0	0	0	0	0
MER4B_8p23.1a	0	0	0	0	0	0
MER4B_Yq11.221c	0	0	0	0	0	0
MER61_12q21.2	0	0	0	0	0	0
MER61_1p36.13	0	0	0	0	0	0
MER61_21q21.1a	0	0	0	0	0	0
MER61_21q21.1d	0	0	0	0	0	0
MER61_2q32.1a	0	0	0	0	0	0
MER61_4q32.1e	0	0	0	0	0	0
MER61_4q32.3	0	0	0	0	0	0
MER61_5q21.1	0	0	0	0	0	0
MER61_Xp11.22b	0	0	0	0	0	0
MER61_Xq23b	0	0	0	0	0	0
MER61_Yp11.2e	0	0	0	0	0	0
MER61_Yq11.223d	0	0	0	0	0	0
MER61_Yq11.23c	0	0	0	0	0	0
MER61_Yq11.23f	0	0	0	0	0	0
PABLA_1p13.3	0	0	0	0	0	0
PABLA_2q12.3	0	0	0	0	0	0
PABLB_Xq21.32a	0	0	0	0	0	0
PRIMA4_8q22.3	0	0	0	0	0	0
PRIMA41_20p13	0	0	0	0	0	0
ERV316A3_10p11.1b	0	0	0	0	0	0
ERV316A3_10q11.21a	0	0	0	0	0	0
ERV316A3_10q11.22b	0	0	0	0	0	0
ERV316A3_10q23.31c	0	0	0	0	0	0
ERV316A3_10q25.1a	0	0	0	0	0	0
ERV316A3_10q25.1g	0	0	0	0	0	0
ERV316A3_11p12g	0	0	0	0	0	0
ERV316A3_11p14.2	0	0	0	0	0	0
ERV316A3_11p14.3c	0	0	0	0	0	0
ERV316A3_11p14.3e	0	0	0	0	0	0
ERV316A3_11p15.2b	0	0	0	0	0	0
ERV316A3_11p15.4g	0	0	0	0	0	0
ERV316A3_11q14.3d	0	0	0	0	0	0
ERV316A3_11q23.3c	0	0	0	0	0	0
ERV316A3_11q24.3a	0	0	0	0	0	0
ERV316A3_12p13.1	0	0	0	0	0	0
ERV316A3_12q12d	0	0	0	0	0	0
ERV316A3_12q14.1b	0	0	0	0	0	0
ERV316A3_12q21.33h	0	0	0	0	0	0
ERV316A3_13q21.33b	0	0	0	0	0	0
ERV316A3_13q31.3b	0	0	0	0	0	0
ERV316A3_14q12b	0	0	0	0	0	0
ERV316A3_14q12c	0	0	0	0	0	0
ERV316A3_15q21.1i	0	0	0	0	0	0
ERV316A3_16_KI270728v1_random(b)	0	0	0	0	0	0
ERV316A3_16_KI270728v1_random(d)	0	0	0	0	0	0
ERV316A3_16p11.2a	0	0	0	0	0	0
ERV316A3_16q12.2e	0	0	0	0	0	0
ERV316A3_16q21e	0	0	0	0	0	0
ERV316A3_17q12c	0	0	0	0	0	0
ERV316A3_17q23.2b	0	0	0	0	0	0
ERV316A3_18p11.31c	0	0	0	0	0	0
ERV316A3_18q11.2e	0	0	0	0	0	0
ERV316A3_18q11.2f	0	0	0	0	0	0
ERV316A3_18q22.1m	0	0	0	0	0	0
ERV316A3_18q22.1o	0	0	0	0	0	0
ERV316A3_1p21.1i	0	0	0	0	0	0
ERV316A3_1p21.3b	0	0	0	0	0	0
ERV316A3_1p22.2a	0	0	0	0	0	0
ERV316A3_1p32.2a	0	0	0	0	0	0
ERV316A3_1p34.3c	0	0	0	0	0	0
ERV316A3_1q25.2b	0	0	0	0	0	0
ERV316A3_1q31.3d	0	0	0	0	0	0
ERV316A3_1q32.2b	0	0	0	0	0	0
ERV316A3_21q21.2g	0	0	0	0	0	0
ERV316A3_22q11.1f	0	0	0	0	0	0
ERV316A3_22q11.22a	0	0	0	0	0	0
ERV316A3_2p11.1b	0	0	0	0	0	0
ERV316A3_2p14	0	0	0	0	0	0
ERV316A3_2p22.2	0	0	0	0	0	0
ERV316A3_2p22.3f	0	0	0	0	0	0
ERV316A3_2p24.1a	0	0	0	0	0	0
ERV316A3_2q14.1g	0	0	0	0	0	0
ERV316A3_2q22.3e	0	0	0	0	0	0
ERV316A3_2q24.1d	0	0	0	0	0	0
ERV316A3_2q24.2c	0	0	0	0	0	0
ERV316A3_2q24.3c	0	0	0	0	0	0
ERV316A3_2q31.3a	0	0	0	0	0	0
ERV316A3_2q32.3c	0	0	0	0	0	0
ERV316A3_2q34a	0	0	0	0	0	0
ERV316A3_2q37.1b	0	0	0	0	0	0
ERV316A3_3p12.1b	0	0	0	0	0	0
ERV316A3_3p12.2g	0	0	0	0	0	0
ERV316A3_3p12.3b	0	0	0	0	0	0
ERV316A3_3p21.1a	0	0	0	0	0	0
ERV316A3_3p21.1b	0	0	0	0	0	0
ERV316A3_3p21.31b	0	0	0	0	0	0
ERV316A3_3p22.3a	0	0	0	0	0	0
ERV316A3_3q11.2d	0	0	0	0	0	0
ERV316A3_3q13.11c	0	0	0	0	0	0
ERV316A3_3q13.11d	0	0	0	0	0	0
